tag,sp,gx,gy,dbh
43851,Palicourea riparia,NA,NA,10.3
43852,Palicourea riparia,NA,NA,15.2
43853,Palicourea riparia,NA,NA,11.9
43857,Palicourea riparia,NA,NA,11.1
43861,Palicourea riparia,NA,NA,11.4
43862,Palicourea riparia,NA,NA,12.2
43865,Palicourea riparia,NA,NA,12
43866,Palicourea riparia,NA,NA,12.6
43867,Palicourea riparia,300.99,35.13,13.7
43868,Palicourea riparia,NA,NA,11.8
43869,Palicourea riparia,308.12,37.91,11.4
43871,Palicourea riparia,NA,NA,12
43877,Miconia prasina,307,36.49,12
43878,Miconia tetrandra,305.57,38.53,11.1
43879,Palicourea riparia,309.56,36.08,13.8
43880,Miconia prasina,304.63,34.94,10.4
43881,Palicourea riparia,NA,NA,10.7
43882,Palicourea riparia,NA,NA,15
43883,Palicourea riparia,NA,NA,10.4
43884,Casearia arborea,306.98,33.78,11
43885,Palicourea riparia,NA,NA,10.2
43887,Palicourea riparia,NA,NA,12.7
43890,Palicourea riparia,308.96,34.35,11.2
43892,Palicourea riparia,NA,NA,15
43893,Palicourea riparia,NA,NA,10.7
43894,Palicourea riparia,308.42,25.66,13.3
43896,Miconia tetrandra,305.44,28.27,13.1
43897,Sloanea berteriana,305.35,28.5,10.4
43898,Ocotea leucoxylon,307.05,29.02,13
43901,Miconia tetrandra,307.45,22.23,18.2
43902,Miconia prasina,306.09,21.21,11.5
43903,Manilkara bidentata,308.05,21.08,10.3
43904,Palicourea riparia,305.77,23.61,14.3
43905,Palicourea riparia,305.46,22.33,13.9
43906,Palicourea riparia,NA,NA,11.5
43907,Palicourea riparia,NA,NA,12.5
43908,Miconia tetrandra,306.11,23.32,11.3
43909,Miconia prasina,309.49,22.61,11.6
43910,Palicourea riparia,310.08,22.99,11.5
43911,Palicourea riparia,NA,NA,13.1
43912,Palicourea riparia,NA,NA,11.7
43915,Eugenia stahlii,314.56,28.49,10.5
43916,Palicourea riparia,313.71,28.29,15.3
43917,Palicourea riparia,NA,NA,19.9
43920,Palicourea riparia,312.47,29.07,11.6
43921,Palicourea riparia,NA,NA,11.9
43922,Palicourea riparia,NA,NA,10.5
43924,Palicourea riparia,NA,NA,11
43926,Palicourea riparia,NA,NA,12.2
43927,Palicourea riparia,NA,NA,10.3
43929,Palicourea riparia,NA,NA,13.4
43935,Hirtella rugosa,315.53,36.67,11.4
43936,Palicourea riparia,NA,NA,10.2
43937,Palicourea riparia,NA,NA,10.1
43938,Palicourea riparia,317.53,38.77,13.3
43939,Palicourea riparia,319.19,38.32,11.9
43940,Palicourea riparia,319.19,38.61,11.5
43941,Palicourea riparia,319.47,39.61,13.2
43942,Palicourea riparia,NA,NA,11
43945,Palicourea riparia,319.94,33.66,13.7
43946,Palicourea riparia,NA,NA,12.5
43947,Palicourea riparia,NA,NA,12
43948,Palicourea riparia,NA,NA,12.2
43949,Palicourea riparia,NA,NA,21.9
43950,Palicourea riparia,NA,NA,10.4
43951,Eugenia stahlii,NA,NA,11.4
43953,Palicourea riparia,315.09,25.25,10.3
43956,Palicourea riparia,318.92,20.48,12.5
43957,Palicourea riparia,NA,NA,11
43958,Palicourea riparia,314.45,24.92,13.5
1615,Dacryodes excelsa,302.98,40.5,464
1616,Matayba domingensis,301.29,46.45,107
1617,Dacryodes excelsa,303.27,50.72,431
1618,Matayba domingensis,302.53,53.98,171
1619,Dacryodes excelsa,304.28,55.74,258
1620,Dacryodes excelsa,304.54,57.3,192
1621,Dacryodes excelsa,302.65,57.34,108
1622,Manilkara bidentata,302.79,59,146
1623,Dacryodes excelsa,308.53,58.05,405
1624,Dacryodes excelsa,308.3,57.88,203
1625,Manilkara bidentata,307.56,55.15,300
1626,Matayba domingensis,309.83,52.54,248
1627,Chionanthus domingensis,306.99,50.01,112
1628,Dacryodes excelsa,307.4,48,128
1629,Manilkara bidentata,306.29,46.77,279
1630,Dacryodes excelsa,308.55,45.75,195
1631,Guettarda valenzuelana,306.99,43.54,132
1632,Matayba domingensis,308.24,40.66,154
1633,Matayba domingensis,309.14,40.78,223
1634,Manilkara bidentata,312.41,40.96,112
1635,Eugenia stahlii,313.53,41.97,161
1636,Matayba domingensis,313.05,44.54,264
1637,Dacryodes excelsa,313.55,46.6,161
1638,Matayba domingensis,311.23,48.55,322
1639,Dacryodes excelsa,314.2,50.09,190
1640,Chionanthus domingensis,312.44,55.75,252
1644,Casearia arborea,313.42,57.56,140
1645,Manilkara bidentata,317.08,59.52,290
1646,Dacryodes excelsa,315.99,58.41,212
1647,Manilkara bidentata,318.82,57.46,142
1648,Matayba domingensis,316.9,55.93,181
1649,Laetia procera,318.78,53.04,232
1650,Dacryodes excelsa,318.61,52.58,396
1651,Chionanthus domingensis,318.25,52.63,127
1652,Guettarda valenzuelana,316.78,52.22,110
1653,Matayba domingensis,315.95,47.6,207
1654,Micropholis garciniifolia,315.79,46.37,160
1655,Cyrilla racemiflora,318.85,43.31,318
1656,Dacryodes excelsa,316.44,42.4,208
1657,Matayba domingensis,317.87,43.52,172
1658,Cyrilla racemiflora,316.19,43.21,214
1659,Dacryodes excelsa,315.74,43.39,349
3240,Micropholis garciniifolia,302.38,41.23,14.2
3241,Palicourea riparia,300.33,41.76,14.5
3243,Ocotea leucoxylon,300.1,43.86,53
3248,Hirtella rugosa,301.44,40.61,22.3
3253,Inga laurina,300.95,42.12,57
3261,Eugenia stahlii,303.63,41.27,29.7
3332,Matayba domingensis,302.38,41.02,68
3334,Hirtella rugosa,302.71,41.59,14.5
3335,Micropholis garciniifolia,302.81,40.58,20.7
3387,Palicourea riparia,NA,NA,11.3
3390,Ixora ferrea,310.63,40.73,65
3394,Palicourea riparia,304.3,40.23,20.5
3395,Manilkara bidentata,315.95,41.1,66
3397,Hirtella rugosa,318.02,43.39,42.6
3399,Cordia borinquensis,317.69,42.4,14.3
3400,Hirtella rugosa,316.61,41.62,16.5
3404,Palicourea riparia,NA,NA,11.9
3409,Palicourea riparia,NA,NA,13.5
3410,Eugenia stahlii,302.34,44.89,99
3411,Tetragastris balsamifera,NA,NA,34.7
3412,Palicourea riparia,NA,NA,16
3413,Miconia prasina,304.57,42.35,16
3416,Cordia borinquensis,301.2,47.03,21
3417,Miconia prasina,303.82,44.62,23
3424,Hirtella rugosa,301.08,47.95,31
3496,Hirtella rugosa,302.59,42.52,13.5
5049,Palicourea riparia,NA,NA,16
5051,Palicourea riparia,305.8,51.13,16.5
5052,Ocotea leucoxylon,306.42,47.31,16.4
5056,Palicourea riparia,NA,NA,17.5
5060,Cassipourea guianensis,307.53,49.72,46
5064,Palicourea riparia,308.01,57.62,16.4
5065,Palicourea riparia,NA,NA,17.6
5081,Palicourea riparia,NA,NA,11.3
5083,Palicourea riparia,NA,NA,11.3
5084,Ocotea leucoxylon,308.8,53.2,38.4
5085,Micropholis garciniifolia,309.94,53.78,31.1
5086,Palicourea riparia,NA,NA,14.2
5087,Hirtella rugosa,306.02,57.89,21.2
5088,Palicourea riparia,NA,NA,12.2
5090,Palicourea riparia,NA,NA,14.3
5091,Palicourea riparia,309.58,53.36,17.5
5092,Palicourea riparia,NA,NA,11.5
5093,Palicourea riparia,NA,NA,11
5094,Hirtella rugosa,305.54,50.19,17.2
5095,Eugenia stahlii,305.86,50.08,48.8
5096,Palicourea riparia,NA,NA,15.8
5097,Palicourea riparia,NA,NA,18.1
5098,Palicourea riparia,305.81,47.13,29.1
5099,Palicourea riparia,308.85,52.19,17.8
5100,Palicourea riparia,309.12,52.28,14.5
5164,Sloanea berteriana,301.35,48.13,12.8
5166,Hirtella rugosa,302.47,45.45,34.6
5364,Palicourea riparia,302.84,58.27,13.1
5365,Tetragastris balsamifera,302.37,57.8,42.8
5367,Dacryodes excelsa,303.6,57.75,47.2
5370,Manilkara bidentata,304.73,58.34,71
5371,Palicourea riparia,NA,NA,11
5373,Sloanea berteriana,302.49,55.03,41.5
5374,Manilkara bidentata,303.52,54.4,73
5375,Hirtella rugosa,303.48,55.03,16.5
5379,Hirtella rugosa,301.08,54.24,16
5380,Palicourea riparia,301.61,54.09,17.3
5381,Hirtella rugosa,301.63,53.79,30.1
5383,Psychotria berteriana,301.04,52.01,31.5
5384,Palicourea riparia,NA,NA,11.5
5385,Psychotria berteriana,300.76,50.64,15.1
5386,Hirtella rugosa,303.42,53.01,25.2
5388,Palicourea riparia,NA,NA,19.6
5389,Inga laurina,304.22,48.97,34.5
5390,Miconia prasina,303.47,47.92,19
5391,Palicourea riparia,303.07,46.67,13.5
5392,Dacryodes excelsa,307.52,59.22,106
5394,Palicourea riparia,NA,NA,11.2
6361,Hirtella rugosa,301.33,40.83,17.8
6371,Matayba domingensis,300.68,40.82,70
6377,Hirtella rugosa,302.77,42.27,16.9
7219,Dacryodes excelsa,300.7,59.04,64
7220,Micropholis garciniifolia,300.7,58.55,45
7221,Dacryodes excelsa,301.33,59.38,65
7222,Hirtella rugosa,300.05,57.37,26.8
7223,Ocotea leucoxylon,NA,NA,11
9984,Garcinia portoricensis,311.72,46.37,18
9988,Guettarda valenzuelana,311.13,43.37,80
9991,Palicourea riparia,312.67,45.17,15.4
11181,Palicourea riparia,NA,NA,20.8
11190,Palicourea riparia,309.1,46.73,12.1
11191,Dacryodes excelsa,307.15,46.76,66
11192,Hirtella rugosa,307.83,40.16,34.2
11193,Garcinia portoricensis,309.68,45.68,14
11194,Palicourea riparia,NA,NA,13
11216,Eugenia stahlii,309.32,42.46,22
11217,Hirtella rugosa,314.06,41.66,57
11218,Hirtella rugosa,311.36,43.56,13.5
11219,Palicourea riparia,NA,NA,17.5
11225,Palicourea riparia,NA,NA,14.7
11227,Eugenia stahlii,307.74,46.7,12.6
11228,Palicourea riparia,NA,NA,14.5
13417,Hirtella rugosa,315.48,43.51,14.9
13430,Ocotea leucoxylon,302.48,45.92,34.2
13432,Miconia tetrandra,303.74,46.09,15.2
13446,Matayba domingensis,314.01,54.02,89
13449,Dacryodes excelsa,317.99,47.72,83
13457,Dacryodes excelsa,310.51,57.3,30
13464,Garcinia portoricensis,316.36,41.1,17.4
13472,Myrcia leptoclada,NA,NA,40.5
13482,Sloanea berteriana,308.01,43.29,20
13487,Hirtella rugosa,319.93,41.47,12.6
13493,Palicourea riparia,NA,NA,11.5
13499,Hirtella rugosa,313.11,47.37,42
13500,Palicourea riparia,315.1,52.07,14.3
13848,Manilkara bidentata,NA,NA,14.7
13849,Palicourea riparia,307.67,40.94,19
13850,Miconia prasina,305.94,41.35,30
14210,Micropholis garciniifolia,308.34,58.12,19.2
14236,Guettarda valenzuelana,317.15,57.36,32.2
14237,Palicourea riparia,312.25,55.68,20.1
14238,Palicourea riparia,NA,NA,17
14239,Manilkara bidentata,318.02,59.74,54
14243,Hirtella rugosa,319.62,58.48,25.5
14244,Dacryodes excelsa,319.55,59.72,23.3
14245,Myrcia leptoclada,318.8,57.63,22.1
14246,Micropholis garciniifolia,312.17,57.13,23.5
14247,Sloanea berteriana,313.84,58.5,13.3
14248,Palicourea riparia,NA,NA,16.8
14249,Palicourea riparia,NA,NA,13.5
14256,Miconia prasina,301.36,49.32,21.3
14257,Cassipourea guianensis,307.58,48.82,39.8
14258,Eugenia stahlii,306.64,43.22,54
14259,Miconia prasina,301.36,48.86,17.5
14260,Ormosia krugii,NA,NA,13
14261,Palicourea riparia,308.27,42.53,14.6
14262,Tabebuia heterophylla,304.93,42.98,17.5
14263,Palicourea riparia,NA,NA,13.9
14264,Palicourea riparia,NA,NA,16.2
14265,Palicourea riparia,NA,NA,12.5
14266,Hirtella rugosa,304.48,51.53,28
14267,Hirtella rugosa,301.41,54.46,34.5
14268,Sloanea berteriana,306.91,43.69,27
14270,Manilkara bidentata,304.63,52.76,64
14271,Eugenia stahlii,304.19,53.34,20
14273,Hirtella rugosa,307.23,54.58,69
14275,Matayba domingensis,307.26,43.4,23.5
14277,Eugenia stahlii,306.53,46.88,15
14278,Palicourea riparia,NA,NA,15
14279,Palicourea riparia,NA,NA,16.7
14283,Palicourea riparia,307.26,53.92,16.7
14941,Sloanea berteriana,NA,NA,55
14943,Dacryodes excelsa,315.37,40.06,16.7
14944,Palicourea riparia,NA,NA,13.7
14946,Palicourea riparia,313.62,51.88,15.5
14947,Guettarda valenzuelana,319.08,50.88,63
14948,Palicourea riparia,316,48.42,13.5
14949,Hirtella rugosa,315.61,46.22,66
14950,Dacryodes excelsa,318.29,45.79,74
14951,Palicourea riparia,NA,NA,11.2
14952,Eugenia stahlii,316.62,52.38,21
14953,Sloanea berteriana,312.72,53.49,14.4
14954,Sloanea berteriana,319.23,52.61,54
14955,Hirtella rugosa,315.55,52.13,62
14956,Tetragastris balsamifera,316.43,53.31,37.5
14957,Eugenia stahlii,316.8,54.92,13.7
14958,Dacryodes excelsa,319.85,57.42,110
14959,Palicourea riparia,NA,NA,15.4
14960,Hirtella rugosa,312.86,45.67,29.7
14961,Palicourea riparia,310.55,54.71,17
14965,Hirtella rugosa,310.95,54.12,14.2
14966,Palicourea riparia,311.9,46,11.8
14968,Palicourea riparia,NA,NA,15.5
14969,Garcinia portoricensis,310.41,50.54,10.5
14970,Manilkara bidentata,312.28,43.95,46
14971,Manilkara bidentata,312.22,48.73,33.9
14972,Dacryodes excelsa,316.12,52.61,77
14973,Dacryodes excelsa,314.43,47.57,97
14974,Manilkara bidentata,311.24,51.24,35.2
14975,Palicourea riparia,315.28,52.2,13
14976,Tetragastris balsamifera,311.46,41.98,14
14977,Myrcia leptoclada,312.71,45.74,24
14978,Dacryodes excelsa,314.93,44.5,74
14979,Palicourea riparia,NA,NA,13.3
14980,Myrcia leptoclada,NA,NA,22.9
14981,Guettarda valenzuelana,309.5,47.36,80
14982,Dacryodes excelsa,310.34,51.14,78
14983,Cordia borinquensis,311.38,45.7,26.7
14984,Micropholis garciniifolia,310.26,47.45,16.4
14985,Palicourea riparia,310.14,51.95,15.8
14986,Palicourea riparia,NA,NA,14.2
14987,Matayba domingensis,318.6,52.24,77
14989,Palicourea riparia,NA,NA,19.5
14990,Myrcia leptoclada,313,54.69,21
14991,Micropholis garciniifolia,318.81,45.44,14.5
14992,Palicourea riparia,NA,NA,14.8
14993,Palicourea riparia,310.6,53.2,14.1
14994,Manilkara bidentata,311.39,56.79,44.6
16285,Sloanea berteriana,314.64,41.69,38.2
19589,Palicourea riparia,NA,NA,11
19590,Byrsonima wadsworthii,308.75,45.85,17
19600,Eugenia stahlii,306.11,46.54,20.9
43711,Palicourea riparia,310.73,42.12,11.2
43712,Palicourea riparia,311.9,42.03,12.9
43714,Palicourea riparia,312.23,50.64,10.7
43716,Palicourea riparia,311.64,53.63,13.8
43718,Palicourea riparia,314.01,52.37,14
44309,Miconia prasina,306.79,43.46,10.5
44311,Palicourea riparia,NA,NA,10.5
44312,Tetragastris balsamifera,309.03,47.7,54
44313,Palicourea riparia,305.63,45.75,10.5
44316,Palicourea riparia,305.33,45.96,16
44317,Palicourea riparia,NA,NA,10.6
44318,Palicourea riparia,NA,NA,10.2
44322,Miconia prasina,307.75,53.33,16.3
44325,Palicourea riparia,NA,NA,10.2
44326,Palicourea riparia,308.54,56.03,15.5
44328,Palicourea riparia,302.12,57.65,12.5
44329,Palicourea riparia,301.36,59.08,10.2
44330,Palicourea riparia,NA,NA,14.2
44335,Hirtella rugosa,302.53,53.76,13
44336,Miconia prasina,303.56,51.47,12.5
44337,Miconia prasina,NA,NA,15
44338,Palicourea riparia,304.79,52.86,12
44339,Palicourea riparia,302.19,48.84,12.3
44341,Palicourea riparia,302.84,49.13,12.5
44342,Palicourea riparia,NA,NA,11.5
44343,Alchornea latifolia,NA,NA,13.3
44344,Miconia prasina,NA,NA,12.8
44345,Palicourea riparia,NA,NA,13
44346,Palicourea riparia,303.12,45.03,13
44347,Palicourea riparia,303.97,46.83,10.7
44348,Palicourea riparia,NA,NA,12.5
44349,Palicourea riparia,NA,NA,15
44350,Palicourea riparia,NA,NA,10.3
44351,Palicourea riparia,303.59,41.47,11.6
44352,Miconia prasina,304.94,41.69,11.2
44369,Hirtella rugosa,302.77,40.7,12
44370,Miconia prasina,303.09,41.29,10.7
44372,Miconia prasina,303.79,40.11,11.5
44373,Palicourea riparia,302.48,43.08,10.5
44375,Miconia prasina,301.22,48.54,12.6
44376,Cecropia schreberiana,NA,NA,12
126301,Palicourea riparia,NA,NA,10.7
126302,Palicourea riparia,308.92,57.12,11.8
126305,Palicourea riparia,NA,NA,11.4
126308,Palicourea riparia,307.24,41.23,11
126309,Palicourea riparia,307.99,43.95,10.1
126310,Palicourea riparia,NA,NA,11.7
126311,Palicourea riparia,313.86,52.36,11.7
126312,Palicourea riparia,312.73,57.16,11.1
126314,Palicourea riparia,312.27,56.58,10.7
126315,Palicourea riparia,315.88,51.77,10.4
126316,Palicourea riparia,NA,NA,11.2
126317,Palicourea riparia,NA,NA,10.2
126318,Palicourea riparia,NA,NA,10.1
126320,Palicourea riparia,NA,NA,10.7
126337,Palicourea riparia,311.84,40.42,15.2
126338,Hirtella rugosa,310.82,45.4,67
126339,Palicourea riparia,313.5,53.47,11.3
126341,Palicourea riparia,NA,NA,13.5
126344,Palicourea riparia,317.99,57.18,13
126348,Palicourea riparia,NA,NA,13.2
3006,Dacryodes excelsa,301.42,60.31,375
3007,Dacryodes excelsa,302.57,60.4,383
3008,Manilkara bidentata,300.42,65.11,143
3009,Manilkara bidentata,304.22,73.32,126
3011,Matayba domingensis,300.67,75.94,236
3012,Dacryodes excelsa,300.12,77.34,187
3014,Matayba domingensis,308.08,70.14,338
3015,Dacryodes excelsa,309.02,69.84,198
3016,Manilkara bidentata,306.96,64.74,286
3017,Manilkara bidentata,307.5,64.64,175
3018,Dacryodes excelsa,308,63.31,147
3020,Dacryodes excelsa,307.45,61.69,288
3021,Dacryodes excelsa,305.21,61.09,174
3022,Chionanthus domingensis,309.01,60.23,136
3023,Manilkara bidentata,313.97,61.92,428
3024,Dacryodes excelsa,313.99,60.34,148
3025,Micropholis garciniifolia,312.65,67.91,364
3026,Inga laurina,311.52,72.4,256
3028,Drypetes glauca,314.01,70.95,138
3029,Dacryodes excelsa,312.54,74.63,124
3032,Cyrilla racemiflora,316.98,78,520
3034,Drypetes glauca,317.3,74.53,109
3035,Dacryodes excelsa,319.27,72.54,279
3036,Drypetes glauca,319.42,72.83,150
3038,Manilkara bidentata,317.64,68.56,108
3039,Drypetes glauca,315.09,70.07,122
3040,Guettarda valenzuelana,317.44,67.85,250
3041,Miconia tetrandra,315.29,62.79,168
24364,Manilkara bidentata,302.93,60.82,54
24365,Micropholis garciniifolia,302.19,60.98,90
24366,Myrcia leptoclada,302.73,64.57,35.3
24367,Inga laurina,300.52,65.95,24.5
24368,Sloanea berteriana,302.64,66.64,91
24369,Palicourea riparia,NA,NA,19.3
24377,Cordia borinquensis,301.8,62.59,84
24378,Hirtella rugosa,301.86,60.71,17.9
24380,Dacryodes excelsa,302.05,60.17,53.5
24383,Antirhea obtusifolia,NA,NA,49
24384,Miconia prasina,304.47,66.82,19.1
24386,Dacryodes excelsa,304.15,72.85,34.3
24387,Palicourea riparia,300.22,76.98,23.6
24388,Hirtella rugosa,302.23,78.16,28.8
24389,Ixora ferrea,303.74,76.96,89
24390,Ixora ferrea,302.62,75.59,32.6
24395,Palicourea riparia,306.19,65.11,21
24396,Eugenia stahlii,306.48,65.22,17.7
24399,Palicourea riparia,309.36,65.86,19.3
24411,Palicourea riparia,NA,NA,11.9
24412,Hirtella rugosa,304.58,73.56,55
24413,Guettarda valenzuelana,304.06,75.47,86
24414,Guettarda valenzuelana,304.16,75.57,87
24415,Palicourea riparia,NA,NA,20
24416,Palicourea riparia,NA,NA,13.2
24417,Trichilia pallida,309.68,75.28,37.6
24418,Palicourea riparia,309.85,75.85,16.6
24422,Tabebuia heterophylla,309.44,72.44,50
24423,Cordia borinquensis,308.16,69.31,46.6
24424,Manilkara bidentata,309.05,69.43,32.5
24427,Hirtella rugosa,307.05,66.52,46.2
24433,Manilkara bidentata,309.3,63.68,90
24434,Eugenia stahlii,309.63,62.04,11
24435,Tetragastris balsamifera,308.7,61.65,31.3
24436,Matayba domingensis,309.21,60.41,38.9
24437,Manilkara bidentata,311.24,62.15,48.4
24439,Cecropia schreberiana,NA,NA,25
24442,Manilkara bidentata,311.63,68.03,36.9
24443,Dacryodes excelsa,312.64,69.7,66
24444,Tetragastris balsamifera,312.94,69.23,24.5
24445,Dacryodes excelsa,311.26,72.96,39
24449,ARDGLA,314.81,78.61,62
24452,Hirtella rugosa,313.48,64.1,21.4
24453,Micropholis garciniifolia,313.56,64.31,52
24454,Hirtella rugosa,314.8,63,19
24455,Sloanea berteriana,314.87,62.5,97
24457,Hirtella rugosa,312.3,66.19,42.2
24459,Ficus crassinervia,314.09,71.42,77
24460,Palicourea riparia,NA,NA,10.9
24461,Maytenus elongata,314.8,77.87,78
24465,Sloanea berteriana,317.95,65.09,19.9
24468,Myrcia leptoclada,315.98,67.74,15.5
24469,Guatteria caribaea,317.58,68.26,39.7
24470,Guatteria caribaea,318.21,67.24,17.6
24472,Hirtella rugosa,318.45,63.92,29.4
24473,Sloanea berteriana,317.75,63.88,25.9
24474,Sloanea berteriana,317.1,64.47,27.5
24475,Hirtella rugosa,316.72,64.34,19.7
24476,Sloanea berteriana,316.38,64.42,63
24477,Palicourea riparia,NA,NA,14.9
24478,Micropholis garciniifolia,316.02,62.7,50
24479,Hirtella rugosa,316.41,62.58,28.6
24480,Myrcia leptoclada,315.27,60.84,11.8
24481,Micropholis garciniifolia,317.99,61.13,43.1
24482,Sloanea berteriana,NA,NA,43.6
24483,Ocotea leucoxylon,318.95,64.09,17.1
43959,Palicourea riparia,NA,NA,15.1
43960,Sloanea berteriana,316.95,64.28,10.4
43965,Piper amalago,NA,NA,10.5
43966,Schefflera morototoni,311.94,62.15,16.3
43967,Palicourea riparia,NA,NA,21.5
43968,Palicourea riparia,NA,NA,11.7
43969,Palicourea riparia,NA,NA,12
43973,Palicourea riparia,306.77,69.28,10.6
43974,Palicourea riparia,NA,NA,11.7
43975,Miconia tetrandra,306.2,66.65,12
43976,Palicourea riparia,NA,NA,10.1
43981,Palicourea riparia,NA,NA,13.4
43982,Palicourea riparia,NA,NA,15.1
43986,Palicourea riparia,301.93,61.04,12.2
3979,Dacryodes excelsa,300.49,80.51,550
3980,Ixora ferrea,302.99,81.02,101
3981,Ormosia krugii,304.99,80.98,317
3982,Dacryodes excelsa,304.37,82.92,167
3983,Manilkara bidentata,303.6,86.97,280
3984,Inga laurina,302.56,92.45,177
3986,Chionanthus domingensis,301.77,94.04,116
3987,Micropholis garciniifolia,300.08,98.95,119
3993,Manilkara bidentata,307.3,88.19,200
3998,Manilkara bidentata,308.34,82.36,150
3999,Manilkara bidentata,311.58,82.19,213
4001,Casearia arborea,312.19,83.21,234
4002,Tabebuia heterophylla,314.48,91.98,318
4003,Homalium racemosum,313.85,92.84,217
4005,ARDGLA,314.51,92.97,107
4006,Drypetes glauca,311.49,92.42,109
4007,Guettarda valenzuelana,312.01,93.94,144
4013,Guettarda valenzuelana,319.34,90.41,154
4014,Croton poecilanthus,318.53,86.73,157
4015,Manilkara bidentata,317.65,86.36,346
4016,Dacryodes excelsa,318.99,86.14,160
24509,Eugenia stahlii,317.9,84.67,82
24511,Ixora ferrea,317.2,86.66,67
24512,Casearia sylvestris,315.34,86.34,16.2
24513,ARDGLA,314.15,93.28,74
24514,Dacryodes excelsa,313.49,96.62,54
24516,Tabebuia heterophylla,309.43,95.06,68
24517,Tabebuia heterophylla,311.18,89.62,15.3
24518,Guettarda valenzuelana,313.02,89.68,56
24519,Casearia sylvestris,314.03,88.23,17.8
24520,Casearia sylvestris,313.24,88.01,30.2
24523,Ixora ferrea,308.99,82.67,53
24532,Tabebuia heterophylla,303.19,87.59,39
24534,Cordia borinquensis,300.2,91.96,30.7
24535,Guettarda valenzuelana,NA,NA,48.4
24536,Dacryodes excelsa,318.9,88.75,75
24538,Dacryodes excelsa,317.69,87.12,94
24539,Ixora ferrea,318.29,86.9,98
24540,Ocotea leucoxylon,NA,NA,90
24541,Ixora ferrea,311.75,94.39,43
24542,Ocotea leucoxylon,NA,NA,59
24543,Guettarda valenzuelana,313.14,94,43.5
24546,Manilkara bidentata,308.89,88.66,61
24549,Manilkara bidentata,301.42,82.38,74
24554,Myrcia deflexa,301.9,88.31,24.1
24555,Croton poecilanthus,302.83,88.48,67
24557,Cordia borinquensis,303.62,94.16,66
24558,Ixora ferrea,305.49,98.21,62
24559,Drypetes glauca,305.23,98.94,40.5
33982,Tabebuia heterophylla,310.35,86.94,96
126321,Palicourea riparia,316.03,91.3,11.2
126322,Dacryodes excelsa,313.03,95.93,44.5
126323,Myrcia deflexa,314.61,92.56,15.4
126326,Palicourea riparia,NA,NA,11.2
126327,Palicourea riparia,303.52,85.42,13.1
126349,Eugenia stahlii,312.3,94.76,15.4
3231,Guettarda valenzuelana,304.82,105.63,43.4
4958,Cyrilla racemiflora,304.89,101.94,175
4959,Guettarda valenzuelana,303.85,104.79,130
4964,Trichilia pallida,308.35,110.89,109
4965,Lonchocarpus latifolius,308.9,110.07,469
4966,Coccoloba diversifolia,306,107.44,123
4968,Dacryodes excelsa,308.99,108.36,125
4969,Chionanthus domingensis,309.72,107.98,427
4970,Guettarda valenzuelana,305.17,103.76,180
4973,Tabebuia heterophylla,305.7,100.55,122
4976,Tabebuia heterophylla,314.31,108.09,178
4978,Croton poecilanthus,311.01,111.43,132
4981,Inga laurina,311,114.4,264
4982,Schefflera morototoni,318.8,119.42,202
4987,Guettarda valenzuelana,319,105.96,179
4988,Dacryodes excelsa,318.49,105.02,348
4989,Guettarda valenzuelana,317.99,105.07,114
4990,Guettarda valenzuelana,316.07,103.3,200
4991,Homalium racemosum,318.58,102.4,185
25036,Inga laurina,318.29,118.81,36
25037,Cordia borinquensis,318.96,119.18,48.7
25038,Dacryodes excelsa,317.68,119.66,57.8
25040,Palicourea riparia,NA,NA,10.6
25041,Hirtella rugosa,310.39,112.7,44
25044,Homalium racemosum,306.31,106.31,49
25045,Coccoloba diversifolia,305.98,107.62,23
25046,Homalium racemosum,305.18,107.67,95
25048,Palicourea riparia,NA,NA,14.5
25050,Tabebuia heterophylla,309.15,114.8,11
25052,Psychotria berteriana,NA,NA,15
25053,Myrcia deflexa,308.93,117.39,13
25055,Guettarda valenzuelana,303,113.59,62
25056,Casearia sylvestris,304.71,110.25,39
25061,Guettarda valenzuelana,304.12,111.68,58.5
25062,Drypetes glauca,304.27,109.45,40
25063,Hirtella rugosa,303.81,106.16,48
25064,Guettarda valenzuelana,303.39,105.58,41
25066,Guettarda valenzuelana,317.79,105.06,60
25067,ARDGLA,319.92,110.69,43.5
25068,ARDGLA,319.89,110.89,66
25070,Cecropia schreberiana,NA,NA,31
25072,Cecropia schreberiana,NA,NA,31
25073,Cecropia schreberiana,NA,NA,28.4
25075,Psychotria berteriana,NA,NA,26
25080,Psychotria berteriana,NA,NA,13.6
25081,Palicourea riparia,NA,NA,16.8
25082,Palicourea riparia,NA,NA,14.2
25083,Casearia arborea,314.09,118.94,100
25085,Myrcia deflexa,313.47,111.58,27
25086,Myrcia deflexa,310.48,105.46,41
25087,Eugenia stahlii,305.65,105.64,20
25090,Casearia sylvestris,305.15,106.33,16
25092,ARDGLA,305.44,106.75,16
25093,ARDGLA,305.34,106.89,58
25094,ARDGLA,305.15,107.12,31.5
25095,Sloanea berteriana,309.06,108.22,65.2
25096,Palicourea riparia,308.97,113.77,16
25097,Palicourea riparia,309.4,113.6,14
25098,Casearia arborea,309.48,116.34,20.9
25103,Trichilia pallida,302.79,105.57,57
25106,Croton poecilanthus,304.88,102.43,83
25151,Ixora ferrea,303.81,105.11,11.3
25152,Ixora ferrea,302.58,104.44,33.5
25153,Ixora ferrea,304.84,104.24,34.5
