sp,wsg
Anacardium spruceanum,0.55
Anacardium spruceanum,0.49
Anacardium tenuifolium,0.43
Anadenanthera colubrina,0.86
Anadenanthera colubrina,0.86
Anadenanthera colubrina,0.99
Anadenanthera colubrina,0.843
Anadenanthera colubrina,0.88
Anadenanthera colubrina,0.78
Anadenanthera colubrina,0.85
Anadenanthera peregrina,1.08
Anadenanthera peregrina,0.8
Anadenanthera peregrina,0.77
Anaxagorea crassipetala,0.48
Anaxagorea dolichocarpa,0.58
Andira anthelmia,0.729
Andira anthelmia,0.827
Andira coriacea,0.75
Andira coriacea,0.69
Andira coriacea,0.75
Andira coriacea,0.65
Andira coriacea,0.82
Andira fraxinifolia,0.92
Andira indet,0.71
Andira inermis,0.635
Andira inermis,0.75
Andira inermis,0.78
Andira inermis,0.63
Andira inermis,0.46
Andira inermis,0.601
Andira inermis,0.64
Andira inermis,0.65
Andira micrantha,1
Andira parviflora,0.75
Andira parviflora,0.737
Andira parviflora,0.67
Andira parviflora,0.71
Andira surinamensis,0.67
Andira surinamensis,0.75
Andira surinamensis,0.749
Andira surinamensis,0.65
Andira unifoliolata,0.76
Androstachys johnsonii,0.5
Androstachys johnsonii,0.534
Androstachys johnsonii,0.72
Angophora bakeri,0.589
Angophora costata,0.801
Angophora costata,0.745
Angophora costata,0.801
Angophora floribunda,0.66
Angophora floribunda,0.758
Angophora floribunda,0.758
Angophora subvelutina,0.758
Angophora woodsiana,0.723
Angophora woodsiana,0.801
Aniba affinis,0.52
Aniba amazonica,0.56
Aniba burchellii,0.52
Aniba canelilla,0.934
Aniba canelilla,1.033
Aniba canelilla,0.95
Aniba canelilla,1
Aniba canelilla,0.92
Aniba canelilla,0.9
Aniba canelilla,0.93
Aniba cylindriflora,0.629
Aniba cylindriflora,0.71
Aniba excelsa,0.551
Aniba firmula,0.56
Aniba guianensis,0.52
Aniba hostmanniana,0.551
Aniba hostmanniana,0.766
Aniba hostmanniana,0.54
Aniba hypoglauca,0.525
Aniba indet,0.6
Aniba indet,0.53
Aniba panurensis,0.551
Aniba panurensis,0.747
Aniba panurensis,0.532
Aniba parviflora,0.54
Aniba perutilis,0.5
Aniba puchury-minor,0.56
Aniba puchury-minor,0.52
Aniba puchury-minor,0.52
Aniba riparia,0.62
Aniba riparia,0.52
Aniba rosaeodora,0.66
Aniba rosaeodora,0.787
Aniba rosaeodora,0.861
Aniba rosaeodora,0.58
Aniba rosaeodora,0.8
Aniba rosaeodora,0.9
Aniba rosaeodora,0.54
Aniba terminalis,0.54
Aniba williamsii,0.741
Aniba williamsii,0.534
Anisophyllea apetala,0.7
Anisophyllea apetala,0.84
Anisophyllea beccariana,0.67
Anisophyllea disticha,0.67
Anisophyllea grandis,0.72
Anisophyllea laurina,0.75
Anisophyllea laurina,0.774
Anisophyllea manausensis,0.86
Anisophyllea obtusifolia,0.663
Anisoptera aurea,0.54
Anisoptera aurea,0.57
Anisoptera costata,0.49
Anisoptera costata,0.53
Anisoptera costata,0.64
Anisoptera curtisii,0.59
Anisoptera curtisii,0.64
Anisoptera grossivenia,0.59
Anisoptera grossivenia,0.58
Anisoptera laevis,0.51
Anisoptera laevis,0.53
Anisoptera laevis,0.52
Anisoptera marginata,0.51
Anisoptera marginata,0.53
Anisoptera marginata,0.54
Anisoptera megistocarpa,0.59
Anisoptera megistocarpa,0.56
Anisoptera oblonga,0.6
Anisoptera polyandra,0.551
Anisoptera scaphula,0.44
Anisoptera thurifera,0.59
Anneslea crassipes,0.67
Anneslea fragrans,0.697
Anneslea fragrans,0.722
Anneslea fragrans,0.634
Annickia chlorantha,0.4
Annickia chlorantha,0.474
Annickia chlorantha,0.437
Annickia chlorantha,0.446
Annickia chlorantha,0.476
Annickia chlorantha,0.478
Annickia chlorantha,0.35
Annickia polycarpa,0.499
Annickia polycarpa,0.465
Annona crassiflora,0.56
Annona foetida,0.572
Annona fraxinifolium,0.57
Annona glabra,0.5
Annona hypoglauca,0.35
Annona hypoglauca,0.41
Annona muricata,0.4
Annona muricata,0.32
Annona reticulata,0.55
Annona spraguei,0.559
Annona squamosa,0.49
Annona squamosa,0.73
Annona squamosa,0.634
Anodopetalum biglandulosum,0.61
Anogeissus acuminata,0.88
Anogeissus latifolia,0.79
Anogeissus latifolia,0.77
Anogeissus leiocarpa,0.8
Anogeissus pendula,0.94
Anogeissus phillyreaefolia,0.758
Anogeissus sericea,0.74
Anomospermum grandifolium,0.64
Anonidium mannii,0.297
Anonidium mannii,0.285
Anopyxis klaineana,0.88
Anopyxis klaineana,0.781
Anopyxis klaineana,0.913
Anopyxis klaineana,0.843
Anopyxis klaineana,0.747
Anopyxis klaineana,0.759
Anopyxis klaineana,0.768
Anopyxis klaineana,0.77
Anopyxis klaineana,0.773
Anopyxis klaineana,0.779
Anopyxis klaineana,0.786
Anthocarapa nitidula,0.689
Anthocleista grandiflora,0.523
Anthocleista grandiflora,0.633
Anthocleista indet,0.536
Anthocleista nobilis,0.476
Anthocleista nobilis,0.492
Anthocleista nobilis,0.53
Anthodiscus amazonicus,0.7
Anthodiscus amazonicus,0.73
Anthodiscus gutierrezii,0.64
Anthodiscus peruanus,0.69
Anthodiscus pilosus,0.69
Anthonotha fragrans,0.387
Anthonotha fragrans,0.671
Anthonotha macrophylla,0.861
Anthonotha macrophylla,0.824
Anthonotha macrophylla,0.84
Anthostema aubryanum,0.33
Anthostema madagascariense,0.473
Anthostema madagascariense,0.502
Antiaris indet,0.38
Antiaris toxicaria,0.34
Antiaris toxicaria,0.31
Antiaris toxicaria,0.4
Antiaris toxicaria,0.344
Antiaris toxicaria,0.387
Antiaris toxicaria,0.35
Antiaris toxicaria,0.37
Antiaris toxicaria,0.568
Antiaris toxicaria,0.338
Antiaris toxicaria,0.323
Antiaris toxicaria,0.351
Antiaris toxicaria,0.364
Antiaris toxicaria,0.386
Antiaris toxicaria,0.393
Antiaris toxicaria,0.41
Antiaris toxicaria,0.415
Antiaris toxicaria,0.466
Antiaris toxicaria,0.373
Antiaris toxicaria,0.39
Antidesma bunius,0.689
Antidesma bunius,0.689
Antidesma bunius,0.51
Antidesma celebicum,0.59
Antidesma coriaceum,0.72
Antidesma cuspidatum,0.8
Antidesma erostre,0.732
Antidesma ghaesembilla,0.53
Antidesma ghaesembilla,0.69
Antidesma montanum,0.59
Antidesma pleuricum,0.624
Antidesma subcordatum,0.68
Antidesma tetrandum,0.6
Antonia ovata,0.45
Antonia ovata,0.482
Antonia ovata,0.47
Antrocaryon klaineanum,0.53
Antrocaryon klaineanum,0.491
Antrocaryon klaineanum,0.523
Antrocaryon klaineanum,0.521
Antrocaryon klaineanum,0.566
Antrocaryon micraster,0.53
Antrocaryon micraster,0.491
Antrocaryon micraster,0.455
Antrocaryon micraster,0.447
Antrocaryon micraster,0.437
Antrocaryon micraster,0.566
Antrocaryon nannanii,0.491
Antrocaryon nannanii,0.474
Aoranthe cladantha,0.824
Aoranthe cladantha,0.789
Aparisthmium cordatum,0.39
Apeiba albiflora,0.12
Apeiba albiflora,0.27
Apeiba albiflora,0.327
Apeiba albiflora,0.25
Apeiba albiflora,0.26
Apeiba aspera,0.26
Apeiba aspera,0.27
Apeiba aspera,0.23
Apeiba aspera,0.32
Apeiba aspera,0.28
Apeiba aspera,0.327
Apeiba aspera,0.19
Apeiba aspera,0.36
Apeiba aspera,0.3
Apeiba aspera,0.358
Apeiba aspera,0.307
Apeiba aspera,0.436
Apeiba glabra,0.32
Apeiba indet,0.2
Apeiba intermedia,0.26
Apeiba tibourbou,0.2
Aphanamixis cumingiana,0.61
Aphanamixis perrottetiana,0.545
Aphanamixis polystachya,0.557
Aphanamixis polystachya,0.629
Aphanamixis polystachya,0.55
Aphanamixis polystachya,0.57
Aphanamixis polystachya,0.64
Aphanamixis polystachya,0.44
Aphanamixis polystachya,0.58
Aphanamixis polystachya,0.583
Aphanamixis polystachya,0.68
Aphanamixis polystachya,0.536
Aphananthe aspera,0.52
Aphananthe cuspidata,0.69
Aphananthe philippinensis,0.612
Aphananthe philippinensis,0.62
Aphananthe philippinensis,0.5
Aphanocalyx heitzii,0.465
Aphanocalyx heitzii,0.39
Aphanocalyx heitzii,0.407
Aphanocalyx heitzii,0.407
Aphanocalyx heitzii,0.414
Aphanocalyx heitzii,0.418
Aphanocalyx heitzii,0.45
Aphanocalyx heitzii,0.463
Aphanocalyx heitzii,0.476
Aphanocalyx heitzii,0.497
Aphanocalyx heitzii,0.503
Aphanocalyx heitzii,0.516
Aphanocalyx heitzii,0.539
Aphanocalyx heitzii,0.609
Aphanocalyx heitzii,0.301
Aphanocalyx heitzii,0.455
Aphloia theiformis,0.69
Aphloia theiformis,0.551
Apodocephala pauciflora,0.527
Apodytes brachystylis,0.564
Apodytes dimidiata,0.6
Apodytes dimidiata,0.62
Apollonias velutina,0.59
Apoplanesia cryptopetala,0.86
Apoplanesia paniculata,0.94
Aporosa planchoniana,0.37
Aporusa arborea,0.47
Aporusa aurea,0.68
Aporusa dioca,0.62
Aporusa elmeri,0.6
Aporusa falcifera,0.56
Aporusa lagenocarpa,0.53
Aporusa lucida,0.72
Aporusa lunatum,0.62
Aporusa lunatum,0.75
Aporusa maingayi,0.59
Aporusa microcalyx,0.67
Aporusa microsphaera,0.62
Aporusa microstachya,0.67
Aporusa prainiana,0.62
Aporusa prainiana,0.64
Aporusa sphaeritophora,0.52
Aporusa stellifera,0.77
Aporusa symplocoides,0.64
Aporusa symplocoides,0.64
Aptandra tubicina,0.8
Aptandra tubicina,0.73
Apuleia ferrea,1.086
Apuleia leiocarpa,0.76
Apuleia leiocarpa,0.83
Apuleia leiocarpa,0.9
Apuleia leiocarpa,0.7
Apuleia leiocarpa,0.714
Apuleia leiocarpa,0.773
Apuleia leiocarpa,0.967
Apuleia leiocarpa,0.75
Apuleia molaris,0.75
Aquilaria agallocha,0.327
Aquilaria malaccensis,0.32
Aquilaria malaccensis,0.32
Aquilaria sinensis,0.344
Aquilaria sinensis,0.37
Aquilaria sinensis,0.37
Aquilaria sinensis,0.38
Arachnothryx buddleioides,0.56
Arapatiella psilophylla,0.87
Araucaria angustifolia,0.46
Araucaria angustifolia,0.55
Araucaria angustifolia,0.43
Araucaria araucana,0.52
Araucaria araucana,0.516
Araucaria bidwillii,0.389
Araucaria bidwillii,0.393
Araucaria bidwillii,0.456
Araucaria bidwillii,0.43
Araucaria brasiliana,0.637
Araucaria brasiliana,0.675
Araucaria cunninghamii,0.441
Araucaria cunninghamii,0.448
Araucaria cunninghamii,0.445
Araucaria cunninghamii,0.482
Araucaria cunninghamii,0.439
Araucaria hunsteinii,0.387
Araucaria indet,0.42
Arbutus menziesii,0.57
Arbutus pavarii,0.76
Arbutus unedo,0.65
Archboldiodendron calosericeum,0.68
Archeria traversii,0.742
Archidendron bubalinum,0.38
Archidendron clypearia,0.34
Archidendron clypearia,0.37
Archidendron clypearia,0.26
Archidendron ellipticum,0.45
Archidendron grandiflorum,0.538
Archidendron grandiflorum,0.538
Archidendron grandiflorum,0.538
Archidendron havilandii,0.33
Archidendron hendersonii,0.525
Archidendron jiringa,0.317
Archidendron vaillantii,0.37
Archidendropsis basaltica,1.033
Archidendropsis basaltica,1.033
Archidendropsis basaltica,0.986
Archidendropsis thozetiana,0.827
Archidendropsis thozetiana,0.827
Archidendropsis xanthoxylon,0.525
Archidendropsis xanthoxylon,0.525
Archontophoenix alexandrae,0.827
Archontophoenix cunninghamiana,0.827
Archytaea vahlii,0.84
Arctostaphylos tomentosa,0.72
Ardisia barnesii,0.77
Ardisia caudiferoides,0.55
Ardisia densilepidotula,0.585
Ardisia densilepidotula,0.625
Ardisia densilepidotula,0.64
Ardisia densilepidotula,0.656
Ardisia guianensis,0.62
Ardisia lanceolata,0.44
Ardisia macrophylla,0.51
Ardisia solanacea,0.62
Argusia argentea,0.35
Aristotelia serrata,0.515
Arthrophyllum diversifolium,0.37
Arthrophyllum diversifolium,0.36
Arthrophyllum lancifolium,0.36
Arthrophyllum ovatum,0.39
Artocarpus altilis,0.7
Artocarpus altilis,0.27
Artocarpus altilis,0.47
Artocarpus altilis,0.34
Artocarpus altilis,0.32
Artocarpus altilis,0.495
Artocarpus altissimus,0.34
Artocarpus anisophyllus,0.62
Artocarpus anisophyllus,0.59
Artocarpus bracteatus,0.39
Artocarpus chaplasha,0.468
Artocarpus chaplasha,0.45
Artocarpus dadak,0.61
Artocarpus dadak,0.56
Artocarpus elasticus,0.35
Artocarpus elasticus,0.38
Artocarpus elasticus,0.36
Artocarpus fretissi,0.51
Artocarpus glaucus,0.58
Artocarpus gomezianus,0.54
Artocarpus gomezianus,0.54
Artocarpus heterophyllus,0.53
Artocarpus heterophyllus,0.455
Artocarpus heterophyllus,0.49
Artocarpus heterophyllus,0.44
Artocarpus heterophyllus,0.484
Artocarpus heterophyllus,0.551
Artocarpus hirsutus,0.42
Artocarpus hirsutus,0.52
Artocarpus incisus,0.32
Artocarpus indet,0.461
Artocarpus integer,0.551
Artocarpus integra,0.56
Artocarpus integra,0.56
Artocarpus kemando,0.39
Artocarpus kemando,0.46
Artocarpus kemando,0.55
Artocarpus kemando,0.39
Artocarpus lakoocha,0.64
Artocarpus lanceaefolia,0.59
Artocarpus lanceaefolia,0.54
Artocarpus lowii,0.52
Artocarpus lowii,0.56
Artocarpus maingayi,0.48
Artocarpus nitidus,0.48
Artocarpus odoratissimus,0.55
Artocarpus ovatus,0.61
Artocarpus peduncularis,0.27
Artocarpus reticulatus,0.38
Artocarpus rigidus,0.55
Artocarpus rigidus,0.52
Artocarpus rigidus,0.468
Artocarpus sampor,0.732
Artocarpus scortechinii,0.38
Artocarpus scortechinii,0.5
Artocarpus styracifolius,0.482
Artocarpus styracifolius,0.511
Artocarpus styracifolius,0.53
Artocarpus tamaran,0.37
Artocarpus teysmannii,0.4
Artocarpus tonkinensis,0.491
Artocarpus tonkinensis,0.483
Artocarpus tonkinensis,0.426
Arytera divaricata,0.633
Arytera divaricata,0.633
Arytera littoralis,0.77
Aspidosperma album,0.68
Aspidosperma album,0.82
Aspidosperma album,0.803
Aspidosperma album,0.74
Aspidosperma album,0.784
Aspidosperma album,0.77
Aspidosperma araracanga,0.75
Aspidosperma australe,0.83
Aspidosperma australe,0.602
Aspidosperma australe,0.9
Aspidosperma australe,0.61
Aspidosperma australe,0.76
Aspidosperma capitatum,0.73
Aspidosperma curranii,0.73
Aspidosperma cuspa,0.83
Aspidosperma cylindrocarpon,0.75
Aspidosperma cylindrocarpon,0.43
Aspidosperma cylindrocarpon,0.73
Aspidosperma decussatum,0.792
Aspidosperma desmanthum,0.53
Aspidosperma desmanthum,0.69
Aspidosperma discolor,0.758
Aspidosperma excelsum,0.792
Aspidosperma indet,0.65
Aspidosperma indet,0.75
Aspidosperma macrocarpon,0.79
Aspidosperma macrocarpon,0.67
Aspidosperma macrocarpon,0.65
Aspidosperma macrocarpon,0.73
Aspidosperma marcgravianum,0.68
Aspidosperma marcgravianum,0.74
Aspidosperma marcgravianum,0.74
Aspidosperma marcgravianum,0.77
Aspidosperma megalocarpon,0.75
Aspidosperma megalocarpon,0.82
Aspidosperma megalocarpon,0.947
Aspidosperma megalocarpon,0.62
Aspidosperma megalocarpon,0.75
Aspidosperma megaphyllum,0.673
Aspidosperma nitidum,0.77
Aspidosperma nitidum,0.757
Aspidosperma oblongum,0.96
Aspidosperma oblongum,0.77
Aspidosperma obscurinervium,0.86
Aspidosperma parvifolium,0.87
Aspidosperma parvifolium,0.73
Aspidosperma parvifolium,0.743
Aspidosperma peroba,0.65
Aspidosperma polyneuron,0.77
Aspidosperma polyneuron,0.65
Aspidosperma polyneuron,0.79
Aspidosperma polyneuron,0.85
Aspidosperma polyneuron,0.585
Aspidosperma polyneuron,0.73
Aspidosperma polyneuron,0.794
Aspidosperma pyrifolium,0.79
Aspidosperma quebracho-blanco,0.65
Aspidosperma quebracho-blanco,0.87
Aspidosperma quebracho-blanco,0.731
Aspidosperma quebracho-blanco,0.76
Aspidosperma ramiflorum,0.71
Aspidosperma rigidum,0.46
Aspidosperma sandwithianum,0.792
Aspidosperma sessiliflorum,0.737
Aspidosperma sessiliflorum,0.739
Aspidosperma sessiliflorum,0.835
Aspidosperma sessiliflorum,0.855
Aspidosperma spruceanum,0.71
Aspidosperma spruceanum,0.82
Aspidosperma spruceanum,0.73
Aspidosperma subincanum,0.82
Aspidosperma tomentosum,0.82
Aspidosperma verruculosum,0.94
Asteranthos brasiliensis,0.67
Asteropeia indet,0.861
Asteropeia rhopaloides,0.7
Asteropeia rhopaloides,0.806
Asteropeia rhopaloides,0.902
Astrocaryum murumuru,0.425
Astrocaryum murumuru,0.591
Astronia atro-viridis,0.54
Astronia gracilis,0.4
Astronia macrophylla,0.45
Astronia spectabilis,0.45
Astronium balansae,0.95
Astronium balansae,1.006
Astronium balansae,0.946
Astronium concinnum,1.07
Astronium fraxinifolium,0.85
Astronium gracile,0.73
Astronium graveolens,0.82
Astronium graveolens,0.76
Astronium graveolens,0.76
Astronium graveolens,0.8
Astronium graveolens,0.97
Astronium graveolens,1.09
Astronium graveolens,0.75
Astronium graveolens,0.73
Astronium graveolens,1
Astronium graveolens,1.2
Astronium graveolens,0.77
Astronium graveolens,0.815
Astronium graveolens,0.815
Astronium lecointei,0.73
Astronium lecointei,0.76
Astronium lecointei,0.806
Astronium lecointei,0.715
Astronium lecointei,0.812
Astronium lecointei,0.98
Astronium lecointei,0.77
Astronium lecointei,0.75
Astronium lecointei,0.79
Astronium ulei,0.697
Astronium ulei,0.71
Astronium urundeuva,0.95
Astronium urundeuva,1.19
Astronium urundeuva,0.69
Astronium urundeuva,0.989
Astronium urundeuva,0.99
Astronium urundeuva,1.21
Astrotrichilia indet,0.505
Astrotrichilia indet,0.605
Atalaya australiana,0.732
Atalaya salicifolia,0.758
Atalaya salicifolia,0.758
Atalaya salicifolia,0.66
Atherosperma moschatum,0.467
Atherosperma moschatum,0.543
Athrotaxis selaginoides,0.349
Athrotaxis selaginoides,0.343
Atractocarpus fitzalanii,0.719
Atractocarpus merikin,0.804
Attalea butyracea,0.326
Atuna racemosa,0.68
Atuna racemosa,0.65
Aucoumea klaineana,0.38
Aucoumea klaineana,0.387
Aucoumea klaineana,0.37
Aucoumea klaineana,0.33
Aucoumea klaineana,0.373
Aucoumea klaineana,0.267
Aucoumea klaineana,0.292
Aucoumea klaineana,0.317
Aucoumea klaineana,0.326
Aucoumea klaineana,0.351
Aucoumea klaineana,0.351
Aucoumea klaineana,0.353
Aucoumea klaineana,0.362
Aucoumea klaineana,0.365
Aucoumea klaineana,0.378
Aucoumea klaineana,0.383
Aucoumea klaineana,0.387
Aucoumea klaineana,0.392
Aucoumea klaineana,0.394
Aucoumea klaineana,0.4
Aucoumea klaineana,0.403
Aucoumea klaineana,0.426
Aucoumea klaineana,0.468
Aucoumea klaineana,0.488
Aucoumea klaineana,0.493
Aucoumea klaineana,0.336
Aucoumea klaineana,0.43
Aulacocalyx diervilleoides,0.564
Auranticarpa rhombifolia,0.745
Auranticarpa rhombifolia,0.613
Austrocedrus chilensis,0.426
Austromatthaea elegans,0.73
Austromuellera trinervia,0.594
Autranella congolensis,0.55
Autranella congolensis,0.818
Autranella congolensis,0.78
Autranella congolensis,0.747
Autranella congolensis,0.829
Autranella congolensis,0.869
Autranella congolensis,0.585
Autranella congolensis,0.828
Autranella congolensis,0.76
Auxemma glazioviana,0.84
Averrhoa bilimbi,0.56
Averrhoa bilimbi,0.42
Averrhoa bilimbi,0.52
Averrhoa carambola,0.573
Averrhoa carambola,0.6
Averrhoa carambola,0.57
Averrhoa carambola,0.59
Averrhoa carambola,0.551
Avicennia alba,0.56
Avicennia alba,0.67
Avicennia alba,0.53
Avicennia germinans,0.9
Avicennia germinans,0.792
Avicennia germinans,0.75
Avicennia germinans,0.67
Avicennia germinans,0.77
Avicennia intermedia,0.64
Avicennia marina,0.52
Avicennia marina,0.689
Avicennia marina,0.65
Avicennia marina,0.732
Avicennia nitida,0.9
Avicennia officinalis,0.59
Avicennia officinalis,0.62
Avicennia tonduzii,0.64
Azadirachta excelsa,0.48
Azadirachta excelsa,0.53
Azadirachta indica,0.66
Azadirachta indica,0.62
Baccaurea bracteata,0.63
Baccaurea bracteata,0.64
Baccaurea deflexa,0.57
Baccaurea javanica,0.55
Baccaurea kingii,0.72
Baccaurea kunstleri,0.58
Baccaurea kunstleri,0.71
Baccaurea macrocarpa,0.54
Baccaurea minor,0.72
Baccaurea motleyana,0.51
Baccaurea parviflora,0.72
Baccaurea polyneura,0.56
Baccaurea racemosa,0.52
Baccaurea racemosa,0.64
Baccaurea reticulata,0.78
Baccaurea sumatrana,0.65
Baccaurea sumatrana,0.56
Baccharis latifolia,0.561
Baccharis pilularis,0.59
Backhousia bancroftii,0.859
Backhousia bancroftii,0.798
Backhousia bancroftii,0.857
Backhousia citriodora,0.827
Backhousia hughesii,0.87
Backhousia myrtifolia,0.851
Backhousia myrtifolia,0.908
Baeckea frutescens,0.81
Bagassa guianensis,0.65
Bagassa guianensis,0.68
Bagassa guianensis,0.82
Bagassa guianensis,0.8
Bagassa guianensis,0.65
Bagassa guianensis,0.689
Bagassa guianensis,0.689
Bagassa guianensis,0.67
Bagassa guianensis,0.73
Baikiaea insignis,0.723
Baikiaea insignis,0.65
Baikiaea plurijuga,0.76
Baikiaea plurijuga,0.749
Baikiaea plurijuga,0.762
Baikiaea plurijuga,0.772
Baillonella djave,0.621
Baillonella toxisperma,0.732
Baillonella toxisperma,0.71
Baillonella toxisperma,0.665
Baillonella toxisperma,0.744
Baillonella toxisperma,0.747
Baillonella toxisperma,0.777
Baillonella toxisperma,0.834
Baillonella toxisperma,0.603
Baillonella toxisperma,0.717
Baillonella toxisperma,0.72
Balanites aegyptiaca,0.663
Balanites aegyptiaca,0.671
Balanites aegyptiaca,0.689
Balanites aegyptiacus,0.65
Balanites triflorus,0.661
Balanops australiana,0.705
Balanops australiana,0.755
Balanops australiana,0.745
Balfourodendron riedelianum,0.68
Balfourodendron riedelianum,0.69
Balfourodendron riedelianum,0.84
Balfourodendron riedelianum,0.57
Balfourodendron riedelianum,0.705
Balfourodendron riedelianum,0.62
Balfourodendron riedelianum,0.56
Balizia elegans,0.495
Balizia pedicellaris,0.49
Balizia pedicellaris,0.61
Balizia pedicellaris,0.465
Balizia pedicellaris,0.4
Balizia pedicellaris,0.52
Baloghia inophylla,0.614
Baloghia inophylla,0.62
Baloghia inophylla,0.62
Banara arguta,0.75
Banara guianensis,0.61
Banara nitida,0.603
Banara nitida,0.6
Banksia aemula,0.551
Banksia aemula,0.536
Banksia aemula,0.558
Banksia aemula,0.558
Banksia aemula,0.551
Banksia elderiana,0.764
Banksia integrifolia,0.482
Banksia marginata,0.468
Banksia serrata,0.514
Banksia serrata,0.62
Banksia verticillata,0.406
Baphia kirkii,0.985
Baphia nitida,0.55
Baphia nitida,0.568
Barringtonia acutangula,0.47
Barringtonia acutangula,0.62
Barringtonia acutangula,0.484
Barringtonia asiatica,0.456
Barringtonia asiatica,0.41
Barringtonia asiatica,0.41
Barringtonia asiatica,0.413
Barringtonia calyptrata,0.469
Barringtonia calyptrata,0.456
Barringtonia edulis,0.48
Barringtonia macrostachya,0.6
Barringtonia pendula,0.52
Barringtonia racemosa,0.469
Barringtonia racemosa,0.36
Barringtonia racemosa,0.43
Barringtonia racemosa,0.557
Barringtonia rubra,0.5
Barringtonia scortechinii,0.6
Barringtonia scortechinii,0.55
Bastardiopsis densiflora,0.7
Bastardiopsis densiflora,0.602
Batesia floribunda,0.54
Bathysa meridionalis,0.64
Batocarpus amazonicus,0.65
Batocarpus amazonicus,0.416
Bauhinia carronii,1.197
Bauhinia carronii,1.197
